,DATE,users,cust_hash_count,sessions,orders,revenue,bounces,entries,exits,Catalog_PI,catalog_clicks,catalog_clicks_1,variant
271344,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
263150,20170312,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
263148,20170312,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
271351,20170312,1,1,2,0,0.0,0,1,1,12,3,2,Treatment
95829,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
311894,20170312,1,1,1,0,0.0,0,1,1,5,0,0,Treatment
95823,20170312,1,1,1,0,0.0,0,0,1,9,0,0,Treatment
58984,20170312,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
199894,20170312,1,1,1,0,0.0,0,0,1,25,1,0,Treatment
333791,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
169326,20170312,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
39894,20170312,1,1,1,1,37.560026,0,0,0,6,0,0,Treatment
39844,20170312,1,1,1,0,0.0,0,0,0,6,1,0,Treatment
129021,20170312,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
128261,20170312,1,1,1,0,0.0,0,0,0,17,6,6,Treatment
333210,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
169274,20170312,1,1,1,0,0.0,0,0,0,5,1,1,Treatment
169304,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
58870,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
138093,20170312,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
139930,20170312,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
222554,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
238035,20170312,1,1,1,0,0.0,0,0,0,5,2,2,Treatment
59436,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
331497,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
199896,20170312,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
199891,20170312,1,1,1,0,0.0,0,0,1,13,2,0,Treatment
42579,20170312,1,1,1,0,0.0,0,0,0,51,14,10,Treatment
199739,20170312,1,1,1,0,0.0,0,0,1,7,1,2,Treatment
78040,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
93624,20170312,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
267782,20170312,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
15713,20170312,1,1,1,0,0.0,0,1,1,6,1,1,Treatment
40106,20170312,1,1,1,0,0.0,0,0,1,7,1,1,Treatment
268870,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
268869,20170312,2,1,4,0,0.0,0,1,1,18,2,3,Treatment
42912,20170312,1,1,1,0,0.0,0,0,1,12,1,1,Treatment
94265,20170312,1,1,1,0,0.0,0,1,0,18,0,0,Treatment
218526,20170312,1,1,1,0,0.0,0,0,1,14,2,2,Treatment
90594,20170312,1,1,1,0,0.0,0,0,1,6,2,1,Treatment
218519,20170312,1,1,1,0,0.0,0,0,1,5,1,0,Treatment
137166,20170312,1,1,1,0,0.0,0,0,0,53,19,1,Treatment
137164,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
197077,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
332775,20170312,1,1,1,0,0.0,0,1,0,12,4,4,Treatment
90550,20170312,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
332779,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
320049,20170312,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
178641,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
212848,20170313,1,1,1,0,0.0,0,1,1,18,2,0,Treatment
101190,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
252734,20170313,1,1,1,0,0.0,0,0,1,6,1,1,Treatment
118989,20170313,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
353530,20170313,1,1,2,0,0.0,1,2,2,8,2,0,Treatment
338448,20170313,1,1,1,0,0.0,0,0,1,5,2,2,Treatment
353516,20170313,1,1,1,0,0.0,0,0,0,6,5,4,Treatment
242772,20170313,1,1,2,0,0.0,0,1,1,9,6,3,Treatment
353672,20170313,2,1,2,0,0.0,0,0,0,0,0,0,Treatment
349088,20170313,1,1,1,0,0.0,0,0,1,23,8,4,Treatment
6679,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
355021,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
45935,20170313,1,1,1,0,0.0,0,1,0,9,4,4,Treatment
353536,20170313,1,1,1,0,0.0,0,0,1,5,0,0,Treatment
97997,20170313,1,1,2,0,0.0,0,0,1,6,0,0,Treatment
117312,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
176207,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
94885,20170313,2,1,4,0,0.0,0,1,3,20,3,3,Treatment
204439,20170313,1,1,1,0,0.0,0,0,1,12,1,1,Treatment
251265,20170313,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
10848,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
357542,20170313,1,1,1,0,0.0,0,1,1,5,0,0,Treatment
358057,20170313,1,1,1,0,0.0,0,0,1,4,0,0,Treatment
97890,20170313,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
242255,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
353262,20170313,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
65411,20170313,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
202866,20170313,1,1,1,0,0.0,0,0,1,6,2,1,Treatment
353260,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
353152,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
72293,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
177715,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
126115,20170313,1,1,1,1,13.883219,0,0,1,21,3,2,Treatment
186508,20170313,1,1,1,0,0.0,0,0,1,11,6,6,Treatment
248377,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
127523,20170313,1,1,1,0,0.0,0,1,1,6,0,0,Treatment
335225,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
335227,20170313,1,1,1,0,0.0,0,0,1,6,1,1,Treatment
336793,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
14026,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
260578,20170313,1,1,2,0,0.0,0,0,0,29,2,2,Treatment
65885,20170313,1,1,2,0,0.0,0,0,0,2,0,1,Treatment
257472,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
241322,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
258095,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
60281,20170313,1,1,2,0,0.0,0,0,2,6,1,1,Treatment
343826,20170313,1,1,1,0,0.0,0,0,0,8,6,6,Treatment
113173,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
241473,20170313,1,1,2,0,0.0,0,0,1,7,0,0,Treatment
11269,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
3145,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
337331,20170313,1,1,1,0,0.0,0,1,1,5,0,0,Treatment
3143,20170313,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
186389,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
64627,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
3846,20170313,1,1,2,0,0.0,0,1,0,21,7,5,Treatment
248566,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
186100,20170313,1,1,1,0,0.0,0,1,1,10,3,2,Treatment
248683,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
248671,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
248673,20170313,1,1,1,0,0.0,0,1,0,34,6,0,Treatment
100900,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
259277,20170313,2,1,2,0,0.0,0,0,0,0,0,0,Treatment
13546,20170313,1,1,1,0,0.0,0,0,1,8,0,0,Treatment
339255,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
217579,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
335640,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
186401,20170313,1,1,3,0,0.0,0,1,3,17,2,1,Treatment
247787,20170313,1,1,1,0,0.0,0,0,0,5,0,0,Treatment
365862,20170313,1,1,1,0,0.0,0,1,0,62,10,8,Treatment
11266,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
48611,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
119899,20170313,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
220355,20170313,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
1571,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
49018,20170313,1,1,2,0,0.0,0,0,2,13,2,1,Treatment
49017,20170313,1,1,1,0,0.0,0,0,0,3,0,0,Treatment
130348,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
208621,20170313,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
182701,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
244947,20170313,1,1,2,0,0.0,0,1,1,2,0,0,Treatment
42405,20170313,1,1,1,0,0.0,0,0,0,3,1,1,Treatment
105342,20170313,1,1,2,0,0.0,0,0,1,10,2,0,Treatment
48614,20170313,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
330118,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
48515,20170313,1,1,2,0,0.0,0,1,2,12,0,0,Treatment
130899,20170313,1,1,1,0,0.0,0,0,1,15,2,2,Treatment
343446,20170313,1,1,1,0,0.0,0,1,1,19,7,7,Treatment
246567,20170313,1,1,2,0,0.0,0,2,1,7,2,0,Treatment
370585,20170313,1,1,1,0,0.0,0,0,1,6,1,0,Treatment
64479,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
93971,20170313,1,1,1,0,0.0,0,1,1,6,1,1,Treatment
198528,20170313,1,1,1,0,0.0,0,1,1,3,1,0,Treatment
209072,20170313,1,1,1,0,0.0,0,0,1,4,0,0,Treatment
261460,20170313,1,1,1,0,0.0,0,1,0,3,1,1,Treatment
76768,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
101826,20170313,1,1,1,0,0.0,0,0,1,6,1,1,Treatment
221151,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
218602,20170313,1,1,2,1,75.453681,0,1,0,8,2,2,Treatment
221148,20170313,1,1,2,0,0.0,0,2,0,5,1,1,Treatment
221143,20170313,2,1,2,0,0.0,0,0,0,6,5,5,Treatment
219016,20170313,1,1,1,0,0.0,0,1,1,36,11,4,Treatment
219018,20170313,1,1,2,0,0.0,0,0,0,6,2,0,Treatment
219020,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
366908,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
107890,20170313,1,1,1,0,0.0,0,0,1,22,0,0,Treatment
76796,20170313,1,1,1,0,0.0,0,0,1,10,0,0,Treatment
373489,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
9756,20170313,1,1,1,0,0.0,0,0,0,4,1,1,Treatment
369872,20170313,1,1,1,0,0.0,0,1,0,55,15,7,Treatment
103217,20170313,1,1,1,0,0.0,0,1,0,7,3,0,Treatment
2390,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
129718,20170313,1,1,1,0,0.0,0,0,1,5,1,0,Treatment
71595,20170313,1,1,1,0,0.0,0,0,1,4,1,1,Treatment
129717,20170313,1,1,1,0,0.0,0,0,1,15,4,0,Treatment
110885,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
120768,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
61906,20170313,1,1,1,0,0.0,0,0,0,6,0,0,Treatment
113938,20170313,1,1,2,0,0.0,0,1,2,32,5,3,Treatment
251527,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
348220,20170313,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
348221,20170313,1,1,1,0,0.0,0,0,1,8,0,0,Treatment
44946,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
9639,20170313,1,1,1,0,0.0,0,0,0,2,1,0,Treatment
356053,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
184899,20170313,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
182577,20170313,1,1,2,0,0.0,0,1,2,13,3,3,Treatment
103218,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
245070,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
327120,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
16368,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
48616,20170313,1,1,1,0,0.0,0,0,0,42,8,6,Treatment
130595,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
208024,20170313,1,1,1,0,0.0,0,0,1,16,8,4,Treatment
327415,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
15666,20170313,1,1,1,0,0.0,0,0,0,4,2,2,Treatment
15668,20170313,1,1,1,0,0.0,0,0,1,6,0,0,Treatment
207527,20170313,1,1,1,0,0.0,0,0,0,23,9,5,Treatment
129165,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
104023,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
41876,20170313,2,1,3,0,0.0,0,0,0,0,0,0,Treatment
205897,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
129162,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
219313,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
327115,20170313,1,1,2,0,0.0,0,2,0,2,0,0,Treatment
207133,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
111215,20170313,1,1,1,0,0.0,0,0,0,24,13,5,Treatment
296175,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
249287,20170313,1,1,1,0,0.0,0,1,1,2,1,1,Treatment
229024,20170313,2,1,4,0,0.0,0,1,1,14,3,3,Treatment
299805,20170313,1,1,2,0,0.0,0,0,2,6,1,1,Treatment
144783,20170313,1,1,1,0,0.0,0,0,1,9,1,1,Treatment
307426,20170313,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
307620,20170313,1,1,2,0,0.0,0,0,1,92,40,1,Treatment
149971,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
85109,20170313,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
80399,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
298970,20170313,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
156742,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
280940,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
156732,20170313,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
320033,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
69998,20170313,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
298976,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
277210,20170313,1,1,2,0,0.0,0,0,0,26,0,0,Treatment
195751,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
150498,20170313,1,1,1,0,0.0,0,0,0,0,0,1,Treatment
148678,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
304128,20170313,1,1,2,0,0.0,1,2,2,17,3,0,Treatment
304129,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
86636,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
165295,20170313,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
79856,20170313,1,1,1,0,0.0,0,1,1,6,1,1,Treatment
188765,20170313,1,1,1,0,0.0,0,1,1,2,0,0,Treatment
146873,20170313,1,1,1,1,53.697922999999996,0,0,0,36,9,9,Treatment
236695,20170313,1,1,1,0,0.0,0,0,1,11,0,0,Treatment
146866,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
274751,20170313,1,1,1,0,0.0,0,0,0,7,1,0,Treatment
307194,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
88031,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
52759,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
143295,20170313,1,1,1,0,0.0,0,0,1,24,7,2,Treatment
32528,20170313,1,1,1,1,85.98986,0,0,0,30,14,3,Treatment
156626,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
284973,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
320182,20170313,1,1,2,0,0.0,0,0,1,1,0,0,Treatment
155615,20170313,1,1,2,0,0.0,0,1,0,8,1,1,Treatment
160425,20170313,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
290110,20170313,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
137434,20170313,1,1,3,0,0.0,0,0,0,0,0,0,Treatment
319487,20170313,1,1,1,1,47.245993,0,0,0,1,1,1,Treatment
280311,20170313,1,1,3,0,0.0,1,2,3,12,3,3,Treatment
41712,20170313,1,1,1,0,0.0,0,0,1,12,3,3,Treatment
41713,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
239335,20170313,1,1,1,0,0.0,0,0,1,13,0,0,Treatment
325474,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
283388,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
283356,20170313,1,1,1,0,0.0,0,0,1,6,0,0,Treatment
33259,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
284434,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
284430,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
281196,20170313,2,1,2,0,0.0,0,0,0,8,2,2,Treatment
148684,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
91044,20170313,1,1,1,0,0.0,0,0,0,38,3,3,Treatment
170628,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
320179,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
69627,20170313,1,1,1,0,0.0,0,0,1,8,1,1,Treatment
286279,20170313,1,1,1,0,0.0,0,0,1,8,0,0,Treatment
222047,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
53246,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
281898,20170313,1,1,1,0,0.0,0,0,0,4,1,1,Treatment
222042,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
281892,20170313,1,1,1,0,0.0,0,0,1,6,1,2,Treatment
19076,20170313,1,1,1,0,0.0,0,1,1,3,2,2,Treatment
69812,20170313,1,1,1,0,0.0,0,0,0,12,3,1,Treatment
33257,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
53241,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
53243,20170313,1,1,1,0,0.0,0,0,0,4,0,0,Treatment
286514,20170313,1,1,1,1,53.595682,0,0,0,15,6,6,Treatment
322564,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
157130,20170313,1,1,1,0,0.0,0,0,1,56,26,1,Treatment
228733,20170313,1,1,1,0,0.0,0,0,0,13,6,0,Treatment
301459,20170313,1,1,1,0,0.0,0,1,0,2,1,1,Treatment
25318,20170313,1,1,1,0,0.0,0,0,1,7,1,1,Treatment
30477,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
230934,20170313,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
269613,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
313907,20170313,1,1,2,0,0.0,0,0,0,7,3,2,Treatment
84390,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
151605,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
277696,20170313,2,1,2,0,0.0,0,0,1,11,0,0,Treatment
54879,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
54872,20170313,1,1,1,0,0.0,0,1,0,1,0,0,Treatment
235570,20170313,1,1,2,0,0.0,0,0,1,15,10,3,Treatment
225336,20170313,1,1,1,0,0.0,0,1,1,11,2,1,Treatment
311836,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
311838,20170313,1,1,1,0,0.0,0,1,1,2,1,1,Treatment
311840,20170313,1,1,1,0,0.0,0,0,0,8,0,0,Treatment
311843,20170313,1,1,1,0,0.0,0,1,1,4,0,0,Treatment
30474,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
311834,20170313,1,1,1,0,0.0,0,0,0,11,1,0,Treatment
278373,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
278380,20170313,1,1,1,0,0.0,0,0,1,4,0,0,Treatment
73648,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
249291,20170313,1,1,1,0,0.0,0,0,1,10,1,1,Treatment
341334,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
201344,20170313,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
123640,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
123636,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
180910,20170313,1,1,3,0,0.0,0,0,1,7,3,3,Treatment
340886,20170313,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
361001,20170313,1,1,3,0,0.0,1,2,3,5,0,0,Treatment
123896,20170313,1,1,1,0,0.0,0,1,1,1,0,0,Treatment
238636,20170313,1,1,1,0,0.0,0,1,0,1,0,0,Treatment
294600,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
294596,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
39068,20170313,1,1,1,0,0.0,0,0,1,10,0,0,Treatment
235550,20170313,1,1,1,0,0.0,0,0,0,0,0,1,Treatment
23375,20170313,2,1,4,0,0.0,0,0,1,21,7,7,Treatment
243865,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
80677,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
271327,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Treatment
139481,20170313,1,1,1,0,0.0,0,1,1,19,4,4,Treatment
154113,20170313,1,1,2,0,0.0,0,0,0,8,0,0,Treatment
315504,20170313,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
306062,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
145820,20170313,1,1,3,0,0.0,0,0,1,20,5,5,Treatment
227059,20170313,1,1,2,0,0.0,0,0,2,9,0,0,Treatment
275171,20170313,1,1,1,0,0.0,0,0,1,2,0,0,Treatment
306060,20170313,1,1,2,0,0.0,0,0,1,8,2,2,Treatment
275047,20170313,1,1,1,1,167.24436,0,1,0,36,8,2,Treatment
275034,20170313,1,1,2,0,0.0,0,0,0,0,0,0,Treatment
145860,20170313,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
145856,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
145855,20170313,1,1,1,0,0.0,0,0,0,1,0,0,Treatment
300756,20170313,1,1,1,0,0.0,0,1,1,19,5,0,Treatment
307047,20170313,1,1,1,0,0.0,0,0,1,5,0,0,Treatment
314271,20170313,1,1,1,0,0.0,0,1,0,1,1,1,Treatment
271328,20170313,1,1,1,0,0.0,0,0,0,50,19,10,Treatment
30644,20170313,1,1,1,0,0.0,0,0,1,3,0,0,Treatment
30875,20170313,1,1,3,0,0.0,0,0,2,22,6,3,Treatment
271219,20170313,1,1,1,0,0.0,0,0,1,5,0,0,Treatment
317446,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
138991,20170313,1,1,1,0,0.0,0,0,1,7,1,1,Treatment
80868,20170313,1,1,1,0,0.0,0,1,1,3,0,0,Treatment
231708,20170313,1,1,1,0,0.0,0,0,0,3,3,3,Treatment
192160,20170313,1,1,2,0,0.0,0,2,1,9,2,0,Treatment
154568,20170313,1,1,3,0,0.0,0,0,0,7,2,1,Treatment
231549,20170313,1,1,1,0,0.0,0,0,1,6,0,0,Treatment
78211,20170313,1,1,1,0,0.0,0,0,0,14,5,4,Treatment
57299,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
279481,20170313,1,1,1,0,0.0,0,0,1,6,1,0,Treatment
317558,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
290857,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
22741,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Treatment
140374,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Treatment
192316,20170313,1,1,1,0,0.0,0,0,1,4,1,1,Treatment
194612,20170313,1,1,2,0,0.0,0,1,2,26,0,0,Treatment
275175,20170313,1,1,4,0,0.0,0,0,1,11,1,0,Control
185998,20170313,1,1,1,0,0.0,0,0,0,39,11,10,Control
363198,20170313,1,1,1,0,0.0,0,0,0,5,0,0,Control
125086,20170313,1,1,1,0,0.0,0,0,0,9,1,1,Control
217580,20170313,1,1,1,1,77.57383100000001,0,0,0,10,2,2,Control
110883,20170313,1,1,2,0,0.0,0,0,0,0,0,0,Control
247790,20170313,1,1,1,0,0.0,0,0,1,1,0,0,Control
335383,20170313,1,1,1,0,0.0,0,1,0,4,1,1,Control
335387,20170313,1,1,1,0,0.0,0,0,0,2,1,1,Control
127164,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
127536,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
127659,20170313,1,1,1,0,0.0,0,0,0,0,0,1,Control
186385,20170313,1,1,1,0,0.0,0,0,1,3,2,2,Control
336177,20170313,1,1,3,0,0.0,0,2,1,3,1,1,Control
365074,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
365076,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
247972,20170313,1,1,1,1,96.76280799999999,0,0,0,11,2,2,Control
110882,20170313,1,1,1,0,0.0,0,1,1,3,1,0,Control
250623,20170313,1,1,1,0,0.0,0,1,1,3,0,0,Control
359809,20170313,1,1,1,0,0.0,0,1,1,7,2,1,Control
257938,20170313,1,1,1,0,0.0,0,0,0,21,4,2,Control
360490,20170313,1,1,1,0,0.0,0,0,0,9,3,3,Control
258093,20170313,1,1,1,0,0.0,0,1,1,16,3,0,Control
13545,20170313,1,1,1,0,0.0,0,0,0,8,1,1,Control
248680,20170313,1,1,2,0,0.0,1,1,1,10,5,2,Control
126088,20170313,1,1,1,0,0.0,0,1,1,2,1,1,Control
259774,20170313,1,1,1,0,0.0,0,1,1,5,0,0,Control
8171,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
8169,20170313,1,1,1,0,0.0,0,1,1,8,0,0,Control
8160,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
116290,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
99095,20170313,1,1,1,0,0.0,0,1,1,2,0,0,Control
118991,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Control
118992,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
355773,20170313,1,1,1,0,0.0,0,0,0,0,0,0,Control
179140,20170313,1,1,1,0,0.0,0,0,1,13,5,3,Control
9252,20170313,1,1,2,0,0.0,0,0,1,36,2,1,Control
100481,20170313,1,1,1,0,0.0,0,0,0,11,2,2,Control
115243,20170313,1,1,1,0,0.0,1,1,1,1,0,0,Control
116283,20170313,1,1,1,0,0.0,0,1,1,2,0,0,Control
116285,20170313,1,1,1,0,0.0,0,1,0,1,1,1,Control
